id,image,mask,species,breed,color,L,a,b,pet_pixels,reviewed,notes,split
american_bulldog_140,dog/other/images/american_bulldog_140.jpg,dog/other/masks/american_bulldog_140.png,dog,american_bulldog,other,64.37519073486328,7.892221450805664,12.05238151550293,116699,True,,train
american_bulldog_141,dog/other/images/american_bulldog_141.jpg,dog/other/masks/american_bulldog_141.png,dog,american_bulldog,other,44.67169189453125,6.605476379394531,18.61468505859375,98902,True,,train
american_bulldog_148,dog/other/images/american_bulldog_148.jpg,dog/other/masks/american_bulldog_148.png,dog,american_bulldog,other,51.159481048583984,4.815936088562012,12.697046279907228,57782,True,,train
american_bulldog_149,dog/other/images/american_bulldog_149.jpg,dog/other/masks/american_bulldog_149.png,dog,american_bulldog,other,44.97886276245117,7.652789115905762,24.04484748840332,31372,True,,train
american_bulldog_169,dog/other/images/american_bulldog_169.jpg,dog/other/masks/american_bulldog_169.png,dog,american_bulldog,other,31.990509033203125,10.356932640075684,19.804101943969727,113577,True,,train
american_bulldog_35,dog/other/images/american_bulldog_35.jpg,dog/other/masks/american_bulldog_35.png,dog,american_bulldog,other,31.9550838470459,17.491750717163086,32.292110443115234,87040,True,,train
american_bulldog_62,dog/other/images/american_bulldog_62.jpg,dog/other/masks/american_bulldog_62.png,dog,american_bulldog,other,39.876365661621094,5.633354187011719,24.55356216430664,22553,True,,train
american_bulldog_73,dog/other/images/american_bulldog_73.jpg,dog/other/masks/american_bulldog_73.png,dog,american_bulldog,other,53.30198287963867,7.872045040130615,14.359701156616213,66302,True,,train
american_pit_bull_terrier_92,dog/other/images/american_pit_bull_terrier_92.jpg,dog/other/masks/american_pit_bull_terrier_92.png,dog,american_pit_bull_terrier,other,37.19810485839844,7.108099937438965,17.359739303588867,34681,True,,train
basset_hound_129,dog/other/images/basset_hound_129.jpg,dog/other/masks/basset_hound_129.png,dog,basset_hound,other,35.79544448852539,17.726242065429688,26.61054801940918,130575,True,,train
basset_hound_13,dog/other/images/basset_hound_13.jpg,dog/other/masks/basset_hound_13.png,dog,basset_hound,other,52.90950012207031,7.794227600097656,17.102563858032227,127882,True,,train
basset_hound_136,dog/other/images/basset_hound_136.jpg,dog/other/masks/basset_hound_136.png,dog,basset_hound,other,30.46553421020508,12.490659713745115,19.987577438354492,61141,True,,train
basset_hound_148,dog/other/images/basset_hound_148.jpg,dog/other/masks/basset_hound_148.png,dog,basset_hound,other,55.04955291748047,10.441094398498535,17.167739868164062,64784,True,,train
basset_hound_15,dog/other/images/basset_hound_15.jpg,dog/other/masks/basset_hound_15.png,dog,basset_hound,other,36.70951843261719,11.08086109161377,21.01140022277832,55993,True,,train
basset_hound_153,dog/other/images/basset_hound_153.jpg,dog/other/masks/basset_hound_153.png,dog,basset_hound,other,33.71849060058594,11.596322059631348,18.165904998779297,70979,True,,train
basset_hound_156,dog/other/images/basset_hound_156.jpg,dog/other/masks/basset_hound_156.png,dog,basset_hound,other,34.969322204589844,4.527926445007324,12.347107887268066,55720,True,,train
basset_hound_160,dog/other/images/basset_hound_160.jpg,dog/other/masks/basset_hound_160.png,dog,basset_hound,other,32.807830810546875,4.711806774139404,13.45859146118164,67897,True,,train
basset_hound_161,dog/other/images/basset_hound_161.jpg,dog/other/masks/basset_hound_161.png,dog,basset_hound,other,39.117767333984375,11.830314636230469,20.558979034423828,47632,True,,train
basset_hound_169,dog/other/images/basset_hound_169.jpg,dog/other/masks/basset_hound_169.png,dog,basset_hound,other,30.749828338623047,3.191106081008911,18.999338150024418,45627,True,,train
basset_hound_176,dog/other/images/basset_hound_176.jpg,dog/other/masks/basset_hound_176.png,dog,basset_hound,other,40.7058219909668,11.180192947387695,19.47906494140625,53954,True,,train
basset_hound_195,dog/other/images/basset_hound_195.jpg,dog/other/masks/basset_hound_195.png,dog,basset_hound,other,44.24802017211914,6.962299346923828,24.77840805053711,109575,True,,train
basset_hound_197,dog/other/images/basset_hound_197.jpg,dog/other/masks/basset_hound_197.png,dog,basset_hound,other,65.2699203491211,3.4691691398620605,20.95022201538086,6205,True,,train
basset_hound_26,dog/other/images/basset_hound_26.jpg,dog/other/masks/basset_hound_26.png,dog,basset_hound,other,35.69139862060547,4.00418758392334,19.51077651977539,40888,True,,train
basset_hound_40,dog/other/images/basset_hound_40.jpg,dog/other/masks/basset_hound_40.png,dog,basset_hound,other,36.85348129272461,9.835899353027344,16.620576858520508,92299,True,,train
basset_hound_46,dog/other/images/basset_hound_46.jpg,dog/other/masks/basset_hound_46.png,dog,basset_hound,other,50.69029998779297,4.5464935302734375,13.897037506103516,52382,True,,train
basset_hound_57,dog/other/images/basset_hound_57.jpg,dog/other/masks/basset_hound_57.png,dog,basset_hound,other,33.3492546081543,10.701313972473145,13.296431541442873,56812,True,,train
basset_hound_60,dog/other/images/basset_hound_60.jpg,dog/other/masks/basset_hound_60.png,dog,basset_hound,other,43.10301208496094,2.180725336074829,18.905616760253903,32189,True,,train
basset_hound_63,dog/other/images/basset_hound_63.jpg,dog/other/masks/basset_hound_63.png,dog,basset_hound,other,60.459716796875,6.054177761077881,13.169382095336914,42462,True,,train
basset_hound_67,dog/other/images/basset_hound_67.jpg,dog/other/masks/basset_hound_67.png,dog,basset_hound,other,36.69622421264648,4.506498336791992,13.539663314819336,50167,True,,train
basset_hound_69,dog/other/images/basset_hound_69.jpg,dog/other/masks/basset_hound_69.png,dog,basset_hound,other,55.85230255126953,5.593553066253662,19.093353271484375,48310,True,,train
basset_hound_76,dog/other/images/basset_hound_76.jpg,dog/other/masks/basset_hound_76.png,dog,basset_hound,other,47.8388557434082,6.043396949768066,17.595928192138672,56634,True,,train
basset_hound_93,dog/other/images/basset_hound_93.jpg,dog/other/masks/basset_hound_93.png,dog,basset_hound,other,40.99471664428711,2.248533248901367,15.524125099182127,50078,True,,train
beagle_110,dog/other/images/beagle_110.jpg,dog/other/masks/beagle_110.png,dog,beagle,other,56.85444259643555,9.76090145111084,22.226289749145508,94352,True,,train
beagle_117,dog/other/images/beagle_117.jpg,dog/other/masks/beagle_117.png,dog,beagle,other,43.23497009277344,2.857029438018799,24.427759170532227,43172,True,,train
beagle_130,dog/other/images/beagle_130.jpg,dog/other/masks/beagle_130.png,dog,beagle,other,55.30663299560547,10.979130744934082,12.638813018798828,9363,True,,train
beagle_142,dog/other/images/beagle_142.jpg,dog/other/masks/beagle_142.png,dog,beagle,other,38.307804107666016,4.684329032897949,19.927894592285156,19921,True,,train
beagle_155,dog/other/images/beagle_155.jpg,dog/other/masks/beagle_155.png,dog,beagle,other,42.50481414794922,3.415137529373169,16.726398468017578,78223,True,,train
beagle_201,dog/other/images/beagle_201.jpg,dog/other/masks/beagle_201.png,dog,beagle,other,55.04838562011719,4.048474311828613,18.816864013671875,30332,True,,train
beagle_21,dog/other/images/beagle_21.jpg,dog/other/masks/beagle_21.png,dog,beagle,other,67.71790313720703,4.276931285858154,12.598360061645508,50327,True,,train
