id,image,mask,species,breed,color,L,a,b,pet_pixels,reviewed,notes,split
american_bulldog_101,dog/brown/images/american_bulldog_101.jpg,dog/brown/masks/american_bulldog_101.png,dog,american_bulldog,brown,42.029571533203125,6.293267250061035,14.31589126586914,47602,True,,train
american_bulldog_102,dog/brown/images/american_bulldog_102.jpg,dog/brown/masks/american_bulldog_102.png,dog,american_bulldog,brown,36.574317932128906,9.569108963012695,15.328764915466309,60033,True,,train
american_bulldog_132,dog/brown/images/american_bulldog_132.jpg,dog/brown/masks/american_bulldog_132.png,dog,american_bulldog,brown,38.92824172973633,3.2314658164978027,14.10185718536377,126824,True,,train
american_pit_bull_terrier_103,dog/brown/images/american_pit_bull_terrier_103.jpg,dog/brown/masks/american_pit_bull_terrier_103.png,dog,american_pit_bull_terrier,brown,30.873703002929688,14.64034652709961,15.675407409667969,92765,True,,train
american_pit_bull_terrier_110,dog/brown/images/american_pit_bull_terrier_110.jpg,dog/brown/masks/american_pit_bull_terrier_110.png,dog,american_pit_bull_terrier,brown,52.19776153564453,4.223227500915527,21.896224975585938,23026,True,,train
american_pit_bull_terrier_12,dog/brown/images/american_pit_bull_terrier_12.jpg,dog/brown/masks/american_pit_bull_terrier_12.png,dog,american_pit_bull_terrier,brown,54.40885925292969,8.596301078796387,20.356565475463867,39446,True,,train
american_pit_bull_terrier_121,dog/brown/images/american_pit_bull_terrier_121.jpg,dog/brown/masks/american_pit_bull_terrier_121.png,dog,american_pit_bull_terrier,brown,46.04436492919922,8.93421459197998,16.17692756652832,31298,True,,train
american_pit_bull_terrier_122,dog/brown/images/american_pit_bull_terrier_122.jpg,dog/brown/masks/american_pit_bull_terrier_122.png,dog,american_pit_bull_terrier,brown,34.68644714355469,20.683366775512695,13.329971313476562,19848,True,,train
american_pit_bull_terrier_128,dog/brown/images/american_pit_bull_terrier_128.jpg,dog/brown/masks/american_pit_bull_terrier_128.png,dog,american_pit_bull_terrier,brown,31.46346092224121,9.177000045776367,16.762035369873047,17858,True,,train
american_pit_bull_terrier_13,dog/brown/images/american_pit_bull_terrier_13.jpg,dog/brown/masks/american_pit_bull_terrier_13.png,dog,american_pit_bull_terrier,brown,44.87774658203125,11.394500732421877,24.578540802001953,67798,True,,train
american_pit_bull_terrier_130,dog/brown/images/american_pit_bull_terrier_130.jpg,dog/brown/masks/american_pit_bull_terrier_130.png,dog,american_pit_bull_terrier,brown,45.95560073852539,7.094681262969971,16.73688316345215,49635,True,,train
american_pit_bull_terrier_134,dog/brown/images/american_pit_bull_terrier_134.jpg,dog/brown/masks/american_pit_bull_terrier_134.png,dog,american_pit_bull_terrier,brown,39.60509490966797,4.273056983947754,25.87629508972168,35673,True,,train
american_pit_bull_terrier_139,dog/brown/images/american_pit_bull_terrier_139.jpg,dog/brown/masks/american_pit_bull_terrier_139.png,dog,american_pit_bull_terrier,brown,47.617061614990234,12.953817367553713,29.15865135192871,9965,True,,train
american_pit_bull_terrier_14,dog/brown/images/american_pit_bull_terrier_14.jpg,dog/brown/masks/american_pit_bull_terrier_14.png,dog,american_pit_bull_terrier,brown,39.68986511230469,13.742029190063477,14.210351943969728,69279,True,,train
american_pit_bull_terrier_141,dog/brown/images/american_pit_bull_terrier_141.jpg,dog/brown/masks/american_pit_bull_terrier_141.png,dog,american_pit_bull_terrier,brown,34.45439910888672,12.72629165649414,16.17233657836914,39134,True,,train
american_pit_bull_terrier_145,dog/brown/images/american_pit_bull_terrier_145.jpg,dog/brown/masks/american_pit_bull_terrier_145.png,dog,american_pit_bull_terrier,brown,54.28309631347656,5.133271217346191,15.584421157836914,24421,True,,train
american_pit_bull_terrier_149,dog/brown/images/american_pit_bull_terrier_149.jpg,dog/brown/masks/american_pit_bull_terrier_149.png,dog,american_pit_bull_terrier,brown,68.61359405517578,7.452130317687988,25.648725509643555,45204,True,,train
american_pit_bull_terrier_158,dog/brown/images/american_pit_bull_terrier_158.jpg,dog/brown/masks/american_pit_bull_terrier_158.png,dog,american_pit_bull_terrier,brown,52.87145233154297,8.027225494384766,24.50600814819336,29851,True,,train
american_pit_bull_terrier_168,dog/brown/images/american_pit_bull_terrier_168.jpg,dog/brown/masks/american_pit_bull_terrier_168.png,dog,american_pit_bull_terrier,brown,62.116416931152344,8.727684020996094,13.782342910766602,20332,True,,train
american_pit_bull_terrier_169,dog/brown/images/american_pit_bull_terrier_169.jpg,dog/brown/masks/american_pit_bull_terrier_169.png,dog,american_pit_bull_terrier,brown,39.79716491699219,2.042069911956787,17.35903549194336,39431,True,,train
american_pit_bull_terrier_171,dog/brown/images/american_pit_bull_terrier_171.jpg,dog/brown/masks/american_pit_bull_terrier_171.png,dog,american_pit_bull_terrier,brown,47.94514465332031,17.979026794433594,24.337745666503903,28792,True,,train
american_pit_bull_terrier_177,dog/brown/images/american_pit_bull_terrier_177.jpg,dog/brown/masks/american_pit_bull_terrier_177.png,dog,american_pit_bull_terrier,brown,59.91094207763672,10.466754913330078,16.906917572021484,13389,True,,train
american_pit_bull_terrier_178,dog/brown/images/american_pit_bull_terrier_178.jpg,dog/brown/masks/american_pit_bull_terrier_178.png,dog,american_pit_bull_terrier,brown,50.670387268066406,6.343960762023926,25.38603973388672,32860,True,,train
american_pit_bull_terrier_181,dog/brown/images/american_pit_bull_terrier_181.jpg,dog/brown/masks/american_pit_bull_terrier_181.png,dog,american_pit_bull_terrier,brown,60.73755645751953,14.76651382446289,24.557716369628903,42893,True,,train
american_pit_bull_terrier_193,dog/brown/images/american_pit_bull_terrier_193.jpg,dog/brown/masks/american_pit_bull_terrier_193.png,dog,american_pit_bull_terrier,brown,50.899024963378906,6.9519429206848145,14.765620231628418,39996,True,,train
american_pit_bull_terrier_20,dog/brown/images/american_pit_bull_terrier_20.jpg,dog/brown/masks/american_pit_bull_terrier_20.png,dog,american_pit_bull_terrier,brown,47.97906494140625,13.130203247070312,16.177581787109375,116914,True,,train
american_pit_bull_terrier_201,dog/brown/images/american_pit_bull_terrier_201.jpg,dog/brown/masks/american_pit_bull_terrier_201.png,dog,american_pit_bull_terrier,brown,43.31495666503906,11.144489288330078,20.638996124267575,28473,True,,train
american_pit_bull_terrier_22,dog/brown/images/american_pit_bull_terrier_22.jpg,dog/brown/masks/american_pit_bull_terrier_22.png,dog,american_pit_bull_terrier,brown,42.43134689331055,18.244461059570312,15.854490280151367,39763,True,,train
american_pit_bull_terrier_23,dog/brown/images/american_pit_bull_terrier_23.jpg,dog/brown/masks/american_pit_bull_terrier_23.png,dog,american_pit_bull_terrier,brown,49.6480598449707,5.794949531555176,15.15672492980957,127834,True,,train
american_pit_bull_terrier_24,dog/brown/images/american_pit_bull_terrier_24.jpg,dog/brown/masks/american_pit_bull_terrier_24.png,dog,american_pit_bull_terrier,brown,60.03069305419922,14.878540992736816,14.689552307128906,35509,True,,train
american_pit_bull_terrier_37,dog/brown/images/american_pit_bull_terrier_37.jpg,dog/brown/masks/american_pit_bull_terrier_37.png,dog,american_pit_bull_terrier,brown,39.836326599121094,19.276708602905273,33.76442337036133,64453,True,,train
american_pit_bull_terrier_47,dog/brown/images/american_pit_bull_terrier_47.jpg,dog/brown/masks/american_pit_bull_terrier_47.png,dog,american_pit_bull_terrier,brown,50.103118896484375,7.851868629455566,23.573869705200195,129063,True,,train
american_pit_bull_terrier_48,dog/brown/images/american_pit_bull_terrier_48.jpg,dog/brown/masks/american_pit_bull_terrier_48.png,dog,american_pit_bull_terrier,brown,49.93782043457031,14.64912223815918,32.859806060791016,56778,True,,train
american_pit_bull_terrier_49,dog/brown/images/american_pit_bull_terrier_49.jpg,dog/brown/masks/american_pit_bull_terrier_49.png,dog,american_pit_bull_terrier,brown,56.71404266357422,7.504672050476074,20.124435424804688,107531,True,,train
american_pit_bull_terrier_51,dog/brown/images/american_pit_bull_terrier_51.jpg,dog/brown/masks/american_pit_bull_terrier_51.png,dog,american_pit_bull_terrier,brown,40.51423645019531,6.976902484893799,13.66850757598877,39725,True,,train
american_pit_bull_terrier_52,dog/brown/images/american_pit_bull_terrier_52.jpg,dog/brown/masks/american_pit_bull_terrier_52.png,dog,american_pit_bull_terrier,brown,36.59209442138672,11.611997604370115,19.860631942749023,78053,True,,train
american_pit_bull_terrier_57,dog/brown/images/american_pit_bull_terrier_57.jpg,dog/brown/masks/american_pit_bull_terrier_57.png,dog,american_pit_bull_terrier,brown,35.202919006347656,13.631537437438965,20.921533584594727,41352,True,,train
